show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s7825,Raja Hindustani,Dharmesh Darshan,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,2017-05-01 00:00:00,1996,TV-14,177 min,"Dramas, Romantic Movies",Dramas
s7826,Rajnigandha,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Ranjita Thakur, Veena Gaud, Manju Maini",India,2019-12-31 00:00:00,1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies",Comedies
s7827,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Taraji P. Henson, Gal Gadot, Jack McBrayer, Jane Lynch, Alan Tudyk, Ed O'Neill, Susan Lucci, Jason Lee, Idina Menzel, Anika Noni Rose, Judy Reyes, Grant Show, Ana Ortiz, Ming-Na Wen, Rebecca Wisocky, Paige O'Hara, Linda Larkin, Mariana Klaveno, Daria Ramirez, Tom Irwin, Edy Ganem, Irene Bedard, Jodi Benson, Anthony Daniels",United States,2019-06-11 00:00:00,2018,PG,113 min,"Children & Family Movies, Comedies",Children & Family Movies
s7828,Ram Teri Ganga Maili,Raj Kapoor,"Mandakini, Rajiv Kapoor, Divya Rana, Saeed Jaffrey, Kulbhushan Kharbanda, Raza Murad, Sushma Seth, Trilok Kapoor",India,2019-12-31 00:00:00,1985,TV-14,178 min,"Classic Movies, Dramas",Classic Movies
s7830,Ramen Shop,Eric Khoo,"Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien",Singapore,2019-07-31 00:00:00,2018,TV-PG,90 min,Dramas,Dramas
s7831,Ramji Londonwaley,Sanjay Dayma,"Madhavan, Samita Bangargi, Harsh Chhaya, Rajendranath Zutshi, Shikha Shalu Varma, Satish Shah, Akhilendra Mishra",India,2019-12-31 00:00:00,2005,TV-14,154 min,"Comedies, Dramas",Comedies
s7832,Rampant,Kim Sung-hoon,"Hyun Bin, Jang Dong-gun, Jo Woo-jin, Jeong Man-sik, Lee Sun-bin, Kim Eui-sung, Cho Dal-hwan, Seo Ji-hye, Kim Tae-woo, Kim Joo-hyuk",South Korea,2019-05-26 00:00:00,2018,TV-MA,122 min,"Action & Adventure, Horror Movies",Action & Adventure
s7833,Ranbhool,Girish Joshi,"Subodh Bhave, Mohan Joshi, Vinay Apte, Uday Tikekar, Tejaswini Pandit, Saii Ranade, Daksha Mahendra, Gargi Datar",India,2018-03-15 00:00:00,2010,TV-MA,115 min,"Horror Movies, Thrillers",Horror Movies
s7834,Rangreza,Amir Mohiuddin,"Urwa Hocane, Bilal Ashraf, Gohar Rasheed, Saleem Mairaj, Ghana Ali, Shahid Naqvi",Pakistan,2018-08-01 00:00:00,2017,TV-14,126 min,"Dramas, Music & Musicals",Dramas
s7835,Rats,Morgan Spurlock,Unknown,United States,2016-12-16 00:00:00,2016,Not Rated,88 min,Documentaries,Documentaries
s7837,Reaction,Husam El-Gohari,"Mahmoud Abdel Moghny, Amr Youssef, Horeya Farghaly, Mahmoud El Gendy, Entessar, Donia El Masry, Sabry Abdel Moniem, Raouf Mustafa, Alaa Zenhom",Egypt,2019-06-20 00:00:00,2011,TV-14,99 min,Dramas,Dramas
s7838,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Anuradha Patel, Manoj Pahwa, Manoj Joshi, Puneet Issar, Sharat Saxena, Akhilendra Mishra, Zarine Khan, Arya Babbar",India,2017-10-22 00:00:00,2011,TV-PG,144 min,"Comedies, Romantic Movies",Comedies
s7840,Rebel Without a Cause,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt",United States,2019-11-01 00:00:00,1955,PG-13,111 min,"Classic Movies, Dramas",Classic Movies
s7842,Recall,Michael James Regan,"Michael James Regan, Tommy James Murphy, Louis Di Bianco, Stefano DiMatteo, Juan Carlos Velis, Katriina Isberg, Danny Bruzzi, Eugene Clark, Ronnie Rowe Jr., Brendee Green, A.C. Peterson",Canada,2019-06-25 00:00:00,2018,TV-MA,73 min,Dramas,Dramas
s7844,Red Christmas,Craig Anderson,"Dee Wallace, Geoff Morrell, Sarah Bishop, Janis McGavin, David Collins, Bjorn Stewart, Gerard O'Dwyer, Deelia Meriel, Sam Campbell, Anthony Jensen, Robert Anderson",Australia,2017-12-11 00:00:00,2016,TV-MA,81 min,Horror Movies,Horror Movies
s7845,Red Dawn,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",United States,2019-12-31 00:00:00,1984,PG-13,114 min,"Action & Adventure, Cult Movies",Action & Adventure
s7846,Red Oleanders Raktokarobi,Amitava Bhattacharya,"Shantilal Mukherjee, Mumtaz Sorcar, Rahul, Koushik Sen, Rajesh Sharma, Debdut Ghosh, Anindya Banerjee, Amitabha Bhattacharjee, Usashi Chakraborty, Dipankar Dey",India,2018-09-15 00:00:00,2017,TV-14,112 min,Dramas,Dramas
s7847,Red Trees,Marina Willer,Tim Piggott-Smith,United Kingdom,2018-03-24 00:00:00,2017,TV-PG,80 min,Documentaries,Documentaries
s7849,Refugee,"Clementine Malpas, Leslie Knott","Cate Blanchett, Lynsey Addario, Omar Victor Diop, Graciela Iturbide, Martin Schoeller, Tom Stoddart",Unknown,2017-03-10 00:00:00,2016,TV-PG,24 min,Documentaries,Documentaries
s7850,Regatta,Mohamed Samy,"Amr Saad, Ilham Shaheen, Rania Yousef",Egypt,2019-05-09 00:00:00,2015,TV-MA,100 min,"Action & Adventure, Dramas",Action & Adventure
s7852,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",United States,2016-06-13 00:00:00,2012,R,96 min,"Documentaries, Music & Musicals",Documentaries
s7853,Rembat,Shamyl Othman,"Shaheizy Sam, Aniu, Zizan Razak, Zara Zya, Arja Lee",Malaysia,2017-08-21 00:00:00,2015,TV-PG,88 min,"Action & Adventure, Comedies",Action & Adventure
s7854,Remember,Atom Egoyan,"Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau",Canada,2018-07-26 00:00:00,2015,R,95 min,"Action & Adventure, Dramas",Action & Adventure
s7855,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",United States,2020-08-01 00:00:00,2010,PG-13,112 min,"Dramas, Romantic Movies",Dramas
s7856,Rememory,Mark Palansky,"Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei",United Kingdom,2020-06-01 00:00:00,2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy",Dramas
s7858,Resident Evil: Afterlife,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller",Germany,2020-01-01 00:00:00,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Action & Adventure
s7859,Residente,René Pérez Joglar,René Pérez Joglar,United States,2018-01-01 00:00:00,2017,TV-MA,97 min,"Documentaries, Music & Musicals",Documentaries
s7860,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,2017-09-26 00:00:00,2016,TV-MA,94 min,Documentaries,Documentaries
s7861,Return To The 36th Chamber,Chia-Liang Liu,"Gordon Liu, Lung Wei Wang, Hou Hsiao, Lun Hua, Yeong-mun Kwon, Kara Hui, Szu-Chia Chen, Tsui Ling Yu, Wei Hao Teng, Gong Shih",Hong Kong,2018-08-16 00:00:00,1980,R,97 min,"Action & Adventure, Comedies",Action & Adventure
s7862,Revelations,Vijay Jayapal,"Chetan, Lakshmi Priyaa Chandramouli, Anantharam Karthik, Arpita Banerjee",India,2017-03-01 00:00:00,2016,Not Rated,118 min,Dramas,Dramas
s7864,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo","Ray Liotta, Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan, Leonard Wu, Jin Auyeung, Jon Kit Lee, Shuya Chang, Geoff Pierson",Hong Kong,2018-07-21 00:00:00,2014,R,95 min,"Action & Adventure, Dramas, Independent Movies",Action & Adventure
s7866,Revolutionary Road,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Casella",United States,2019-11-01 00:00:00,2008,R,120 min,"Dramas, Romantic Movies",Dramas
s7867,Rezeta,Fernando Frías De La Parra,"Rezeta Veliu, Roger Mendoza, Emiliano Becerríl, Sebastián Cordova, Paulina Dávila",Mexico,2016-12-03 00:00:00,2012,Not Rated,84 min,"Dramas, Independent Movies",Dramas
s7869,Righteous Kill,Jon Avnet,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover",United States,2019-06-01 00:00:00,2008,R,101 min,"Dramas, Thrillers",Dramas
s7870,Ringan,Makarand Mane,"Shashank Shende, Sahil Joshi, Suhas Sirsat, Kalyanee Mulay, Vijay Salve, Umesh Jagtap, Shantanu Gangane, Abhay Mahajan, Vitthal Patil, Ketan Pawar",India,2018-05-01 00:00:00,2015,TV-14,103 min,Dramas,Dramas
s7872,Rise of the Zombie,"Devaki Singh, Luke Kenny","Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",India,2017-12-15 00:00:00,2013,TV-MA,83 min,Horror Movies,Horror Movies
s7874,Rivaaz,Ashok Nanda,"Deepti Naval, Vijay Raaz, Meghna Naidu, Saadhika Randhawa, Ritisha Vijayvargya, Manoj Biddvai, Sayaji Shinde, Reema Lagoo",India,2017-11-01 00:00:00,2011,TV-MA,107 min,"Dramas, Independent Movies",Dramas
s7875,Road to Sangam,Amit Rai,"Paresh Rawal, Om Puri, Pavan Malhotra, Javed Sheikh, Swati Chitnis, Masood Akhtar, Sudhir Nema, Rakesh Srivastava",India,2019-12-31 00:00:00,2010,TV-14,136 min,"Dramas, Independent Movies",Dramas
s7876,Road to Yesterday,Ishaya Bako,"Genevieve Nnaji, Oris Erhuero, Majid Michel",Nigeria,2016-07-01 00:00:00,2015,TV-14,96 min,Dramas,Dramas
s7877,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Pierfrancesco Diliberto,Italy,2018-05-01 00:00:00,2016,TV-14,45 min,Documentaries,Documentaries
s7878,Robin Hood: The Rebellion,Nicholas Winter,"Ben Freeman, James Oliver Wheatley, Marie Everett, Jamie Kenna, James Groom, James G. Nunn, Martyn Ford, Gareth David-Lloyd, Brian Blessed, Kristian Nairn",United Kingdom,2019-05-01 00:00:00,2018,TV-14,92 min,"Action & Adventure, Independent Movies",Action & Adventure
s7880,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",United States,2019-08-01 00:00:00,1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas",Action & Adventure
s7881,Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",United States,2019-08-01 00:00:00,1979,PG,119 min,"Dramas, Sports Movies",Dramas
s7882,Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried",United States,2019-08-01 00:00:00,1982,PG,100 min,"Dramas, Sports Movies",Dramas
s7883,Rocky IV,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki",United States,2019-08-01 00:00:00,1985,PG,92 min,"Dramas, Sports Movies",Dramas
s7884,Rocky V,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton",United States,2019-08-01 00:00:00,1990,PG-13,104 min,"Dramas, Sports Movies",Dramas
s7885,Roger Corman's Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",United States,2017-01-17 00:00:00,2017,R,93 min,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure
s7886,Roh's Beauty,Sameh Abdulaziz,"Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha",Egypt,2019-04-19 00:00:00,2014,TV-MA,98 min,Dramas,Dramas
s7887,Roll Red Roll,Nancy Schwartzman,Unknown,United States,2019-08-08 00:00:00,2018,TV-MA,80 min,Documentaries,Documentaries
s7888,Rolling Papers,Mitch Dickman,Unknown,United States,2017-09-08 00:00:00,2015,TV-MA,79 min,Documentaries,Documentaries
s7889,Romeo Ranjha,Navaniat Singh,"Jazzy B, Garry Sandhu, Monica Bedi, Parul Gulati, Rana Ranbir, Yograj Singh, Rana Jung Bahadur, Sanga Jagir",India,2017-11-01 00:00:00,2014,TV-14,122 min,"Action & Adventure, Comedies, Music & Musicals",Action & Adventure
s7890,Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster",Ireland,2018-07-19 00:00:00,2015,R,118 min,"Dramas, Independent Movies",Dramas
s7891,Room for Rent,Matthew Atkinson,"Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney",Canada,2019-03-01 00:00:00,2017,TV-MA,89 min,"Comedies, Independent Movies",Comedies
s7892,Room on the Broom,"Max Lang, Jani Lachauer","Simon Pegg, Gillian Anderson, Rob Brydon, Martin Clunes, Sally Hawkins, David Walliams, Timothy Spall",United Kingdom,2019-07-01 00:00:00,2012,TV-Y7,26 min,"Children & Family Movies, Independent Movies",Children & Family Movies
s7894,Roots,Shweta Basu Prasad,Unknown,Unknown,2017-11-01 00:00:00,2016,TV-PG,62 min,"Documentaries, Music & Musicals",Documentaries
s7895,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,2019-11-01 00:00:00,1968,R,137 min,"Classic Movies, Horror Movies, Thrillers",Classic Movies
s7896,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",United States,2019-11-01 00:00:00,1998,R,121 min,Dramas,Dramas
s7899,Rukh,Atanu Mukherjee,"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,2018-04-01 00:00:00,2017,TV-MA,103 min,"Dramas, Independent Movies",Dramas
s7900,Rumble,R. Ellis Frazier,"Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez",Mexico,2017-09-15 00:00:00,2016,TV-MA,92 min,"Action & Adventure, Independent Movies",Action & Adventure
s7901,Rumble in the Bronx,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit",Hong Kong,2019-11-01 00:00:00,1995,R,89 min,"Action & Adventure, Comedies",Action & Adventure
s7902,Rumor Has It,Rob Reiner,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel",United States,2019-08-01 00:00:00,2005,PG-13,97 min,"Comedies, Romantic Movies",Comedies
s7903,Run,Jeeva,"Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar, Vijay Raaz, Mukesh Rishi, Ayesha Jhulka, Anjan Srivastav, Goga Kapoor, Mukul Agarwal, Shweta Menon",India,2018-03-01 00:00:00,2004,TV-14,134 min,"Action & Adventure, Music & Musicals",Action & Adventure
s7904,Runaway Bride,Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines",United States,2020-12-01 00:00:00,1999,PG,116 min,"Comedies, Romantic Movies",Comedies
s7905,Running for Grace,David L. Cunningham,"Ryan Potter, Matt Dillon, Jim Caviezel, Olivia Ritchie, Juliet Mills, Nick Boraine, Rumi Oyama",United States,2019-06-19 00:00:00,2018,TV-14,110 min,"Dramas, Romantic Movies",Dramas
s7906,Running Out Of Time,Chris Stokes,"Tasha Smith, RonReaco Lee, Telma Hopkins, Sydney Elise Johnson, Sean Dominic, Dustin Harnish, Paul Logan, Kearia Schroeder, Michael Toland, Anton Peeples",United States,2019-08-01 00:00:00,2018,TV-14,88 min,Thrillers,Thrillers
s7908,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,2015-05-10 00:00:00,2015,PG,93 min,"Children & Family Movies, Comedies, Sports Movies",Children & Family Movies
s7910,Russell Peters: Notorious,Dave Higby,Russell Peters,United States,2013-10-14 00:00:00,2013,Not Rated,72 min,Stand-Up Comedy,Stand-Up Comedy
s7911,Rustom,Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,2017-01-06 00:00:00,2016,TV-14,141 min,Dramas,Dramas
s7912,S Is for Stanley,Alex Infascelli,Unknown,Italy,2017-06-15 00:00:00,2016,TV-MA,82 min,Documentaries,Documentaries
s7913,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,2021-01-01 00:00:00,2003,PG-13,117 min,Action & Adventure,Action & Adventure
s7914,Saath Saath,Raman Kumar,"Deepti Naval, Farooq Shaikh, Satish Shah, Iftekhar, A.K. Hangal, Neena Gupta, Avtar Gill, Javed Khan",India,2019-12-31 00:00:00,1982,TV-14,118 min,"Dramas, Independent Movies",Dramas
s7915,Sacro GRA,Gianfranco Rosi,Unknown,Italy,2017-03-21 00:00:00,2013,TV-MA,91 min,Documentaries,Documentaries
s7916,Sadece Sen,Hakan Yonat,"Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın",Turkey,2017-03-10 00:00:00,2014,TV-MA,105 min,"Dramas, Romantic Movies",Dramas
s7917,Sadie's Last Days on Earth,Michael Seater,"Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy",Canada,2017-08-22 00:00:00,2016,TV-14,94 min,"Comedies, Sci-Fi & Fantasy",Comedies
s7918,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,2019-12-31 00:00:00,1983,TV-14,137 min,"Dramas, Romantic Movies",Dramas
s7920,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,2017-05-01 00:00:00,2016,TV-MA,61 min,Documentaries,Documentaries
s7921,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",United States,2020-08-13 00:00:00,2012,R,86 min,"Comedies, Independent Movies, Romantic Movies",Comedies
s7922,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,2017-01-01 00:00:00,2016,TV-MA,118 min,Dramas,Dramas
s7923,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,2018-04-01 00:00:00,2016,TV-14,173 min,"Dramas, Romantic Movies",Dramas
s7924,Sakhi,Sanjay Soorkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole",India,2018-02-15 00:00:00,2007,TV-PG,152 min,"Dramas, Music & Musicals",Dramas
s7925,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,2019-06-22 00:00:00,2014,TV-14,99 min,Dramas,Dramas
s7926,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,2018-09-15 00:00:00,2017,TV-MA,110 min,Dramas,Dramas
s7927,Samarppanam,K. Gopinathan,"Virginia Rodriguez, Anil Nedumangad, Santhosh Keezhattoor, Indrans, P. Balachandran, Renji Panicker, Gopalan",India,2018-03-01 00:00:00,2017,TV-PG,116 min,Dramas,Dramas
s7928,Sameer Abu Alneel,Amr Arafa,"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,2019-06-06 00:00:00,2013,TV-14,107 min,Comedies,Comedies
s7929,Samson,"Bruce MacDonald, Gabriel Sabloff","Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek",South Africa,2018-12-14 00:00:00,2018,PG-13,109 min,"Action & Adventure, Dramas, Faith & Spirituality",Action & Adventure
s7930,Samudri Lootere,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",Unknown,2019-06-18 00:00:00,2018,TV-Y,65 min,Children & Family Movies,Children & Family Movies
s7931,San Pietro,John Huston,Unknown,United States,2017-03-31 00:00:00,1945,TV-14,32 min,"Classic Movies, Documentaries",Classic Movies
s7932,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,2018-01-01 00:00:00,2008,TV-14,122 min,"Comedies, Dramas",Comedies
s7933,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,2019-12-31 00:00:00,1964,TV-14,228 min,"Classic Movies, Dramas",Classic Movies
s7934,Santa Claws,Glenn Miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",United States,2017-11-17 00:00:00,2014,TV-PG,86 min,"Children & Family Movies, Comedies",Children & Family Movies
s7935,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen",Australia,2015-12-20 00:00:00,2010,TV-G,72 min,Children & Family Movies,Children & Family Movies
s7936,Sarah's Key,Gilles Paquet-Brenner,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,2019-09-21 00:00:00,2010,PG-13,102 min,Dramas,Dramas
s7937,Sardaar ji,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Amrit Pal, Jatinder Lall, Avy Randhawa",Canada,2017-12-01 00:00:00,2015,TV-14,140 min,"Comedies, Music & Musicals",Comedies
s7938,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill",Australia,2017-10-15 00:00:00,2016,TV-PG,145 min,"Action & Adventure, Comedies",Action & Adventure
s7939,Sarivar Sari,Gajendra Ahire,"Madhura Velankar, Mohan Joshi, Nina Kulkarni, Manasi Salvi, Milind Gunaji, Shreyas Talpade, Bharat Jadhav",India,2018-02-15 00:00:00,2005,TV-14,126 min,Dramas,Dramas
s7940,Sarvopari Palakkaran,Venugopan,"Anoop Menon, Alencier Ley Lopez, Balu Varghese, Aparna Balamurali, Anu Sithara, Gayathri Arun, Nandu, Chali Pala",India,2018-07-01 00:00:00,2017,TV-14,133 min,Dramas,Dramas
s7941,Sat Sri Akal,Kamal Sahani,"Kimi Verma, Manpreet Singh, Arun Bali, Dolly Minhas, Avtar Gill, Manmeet Singh, Neelu Kohli, Vivek Shaq, Nirmal Rishi, Pooja Tandon",India,2019-01-30 00:00:00,2008,TV-14,141 min,"Dramas, Faith & Spirituality",Dramas
s7942,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,2019-06-01 00:00:00,2018,TV-MA,78 min,"Documentaries, Music & Musicals",Documentaries
s7944,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,2018-03-15 00:00:00,2012,TV-14,150 min,"Dramas, Music & Musicals",Dramas
s7945,Satte Pe Satta,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Amjad Khan, Sachin, Shakti Kapoor, Ranjeeta Kaur, Paintal, Ranjeet",India,2019-12-31 00:00:00,1982,TV-14,153 min,"Comedies, Cult Movies, Dramas",Comedies
s7946,Saturday Church,Damon Cardasis,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez, Indya Moore, Alexia Garcia, Kate Bornstein, Peter Kim, Jaylin Fletcher",United States,2020-10-06 00:00:00,2017,TV-MA,83 min,"Dramas, LGBTQ Movies",Dramas
